Job_ID,Machine_ID,Operation_Type,Material_Used,Processing_Time,Energy_Consumption,Machine_Availability,Scheduled_Start,Scheduled_End,Actual_Start,Actual_End,Job_Status,Optimization_Category
J363,M04,Milling,4.13,118,3.21,85,3/20/2023 20:20,3/20/2023 22:18,3/20/2023 20:15,3/20/2023 22:13,Completed,Low Efficiency
J364,M05,Additive,2.57,115,6.41,81,3/20/2023 20:30,3/20/2023 22:25,3/20/2023 20:33,3/20/2023 22:28,Completed,High Efficiency
J365,M05,Additive,4.36,106,9.52,94,3/20/2023 20:40,3/20/2023 22:26,3/20/2023 20:37,3/20/2023 22:23,Completed,Low Efficiency
J366,M03,Drilling,1.15,47,12.4,92,3/20/2023 20:50,3/20/2023 21:37,3/20/2023 20:52,3/20/2023 21:39,Completed,Moderate Efficiency
J367,M05,Drilling,3.64,38,12.38,93,3/20/2023 21:00,3/20/2023 21:38,3/20/2023 21:02,3/20/2023 21:40,Completed,Moderate Efficiency
J368,M03,Grinding,3.79,63,8.96,85,3/20/2023 21:10,3/20/2023 22:13,3/20/2023 21:15,3/20/2023 22:18,Completed,Moderate Efficiency
J369,M04,Grinding,1.6,76,5.98,90,3/20/2023 21:20,3/20/2023 22:36,3/20/2023 21:15,3/20/2023 22:31,Completed,Low Efficiency
J370,M04,Milling,4.43,47,14.26,92,3/20/2023 21:30,3/20/2023 22:17,,,Failed,Low Efficiency
J371,M01,Lathe,2.29,32,4.38,88,3/20/2023 21:40,3/20/2023 22:12,3/20/2023 21:39,3/20/2023 22:11,Completed,Low Efficiency
J372,M03,Lathe,4.54,78,9.06,82,3/20/2023 21:50,3/20/2023 23:08,3/20/2023 22:06,3/20/2023 23:24,Delayed,Low Efficiency
J373,M05,Grinding,1.1,95,4.05,89,3/20/2023 22:00,3/20/2023 23:35,3/20/2023 21:59,3/20/2023 23:34,Completed,Low Efficiency
J374,M02,Milling,3.88,48,7.49,98,3/20/2023 22:10,3/20/2023 22:58,3/20/2023 22:09,3/20/2023 22:57,Completed,Low Efficiency
J375,M05,Additive,1.59,110,12.16,82,3/20/2023 22:20,3/21/2023 0:10,,,Failed,Low Efficiency
J376,M04,Drilling,3.87,52,13.19,88,3/20/2023 22:30,3/20/2023 23:22,3/20/2023 22:25,3/20/2023 23:17,Completed,Low Efficiency
J377,M02,Milling,2.39,61,6.11,94,3/20/2023 22:40,3/20/2023 23:41,3/20/2023 22:43,3/20/2023 23:44,Completed,High Efficiency
J378,M01,Grinding,1.78,63,4.78,97,3/20/2023 22:50,3/20/2023 23:53,,,Failed,Low Efficiency
J379,M01,Additive,4.05,47,5.13,81,3/20/2023 23:00,3/20/2023 23:47,3/20/2023 22:57,3/20/2023 23:44,Completed,Low Efficiency
J380,M02,Lathe,3.25,46,4.7,98,3/20/2023 23:10,3/20/2023 23:56,3/20/2023 23:12,3/20/2023 23:58,Completed,High Efficiency
J381,M01,Additive,1.33,89,7.85,86,3/20/2023 23:20,3/21/2023 0:49,3/20/2023 23:22,3/21/2023 0:51,Completed,High Efficiency
J382,M04,Lathe,3.53,72,14.49,99,3/20/2023 23:30,3/21/2023 0:42,3/20/2023 23:32,3/21/2023 0:44,Completed,Moderate Efficiency
J383,M01,Lathe,1.09,65,3.68,81,3/20/2023 23:40,3/21/2023 0:45,3/21/2023 0:01,3/21/2023 1:06,Delayed,Low Efficiency
J384,M01,Grinding,2.66,50,11.62,91,3/20/2023 23:50,3/21/2023 0:40,3/20/2023 23:49,3/21/2023 0:39,Completed,Low Efficiency
J385,M02,Milling,4.75,59,3.65,80,3/21/2023 0:00,3/21/2023 0:59,3/21/2023 0:00,3/21/2023 0:59,Completed,High Efficiency
J386,M05,Grinding,2.75,73,5.47,87,3/21/2023 0:10,3/21/2023 1:23,3/21/2023 0:13,3/21/2023 1:26,Completed,High Efficiency
J387,M01,Grinding,3.21,42,4.47,99,3/21/2023 0:20,3/21/2023 1:02,3/21/2023 0:16,3/21/2023 0:58,Completed,Low Efficiency
J388,M05,Milling,1.2,24,11.46,97,3/21/2023 0:30,3/21/2023 0:54,3/21/2023 0:28,3/21/2023 0:52,Completed,Low Efficiency
J389,M01,Additive,4.56,71,9.02,83,3/21/2023 0:40,3/21/2023 1:51,3/21/2023 0:40,3/21/2023 1:51,Completed,High Efficiency
J390,M04,Grinding,3.63,76,11.35,93,3/21/2023 0:50,3/21/2023 2:06,3/21/2023 1:04,3/21/2023 2:20,Delayed,Low Efficiency
J391,M03,Lathe,2.59,35,4.83,83,3/21/2023 1:00,3/21/2023 1:35,3/21/2023 0:58,3/21/2023 1:33,Completed,Low Efficiency
J392,M01,Milling,2.92,96,10.86,87,3/21/2023 1:10,3/21/2023 2:46,3/21/2023 1:06,3/21/2023 2:42,Completed,Low Efficiency
J393,M01,Grinding,2.96,69,2.09,95,3/21/2023 1:20,3/21/2023 2:29,3/21/2023 1:17,3/21/2023 2:26,Completed,Low Efficiency
J394,M02,Milling,2.5,74,10.7,96,3/21/2023 1:30,3/21/2023 2:44,3/21/2023 1:32,3/21/2023 2:46,Completed,Moderate Efficiency
J395,M03,Lathe,2.89,66,13,87,3/21/2023 1:40,3/21/2023 2:46,3/21/2023 1:37,3/21/2023 2:43,Completed,Low Efficiency
J396,M02,Milling,1.98,67,6.88,89,3/21/2023 1:50,3/21/2023 2:57,3/21/2023 1:46,3/21/2023 2:53,Completed,Low Efficiency
J397,M05,Lathe,4.28,23,8.52,81,3/21/2023 2:00,3/21/2023 2:23,,,Failed,Low Efficiency
J398,M01,Grinding,4.09,82,13.87,86,3/21/2023 2:10,3/21/2023 3:32,3/21/2023 2:09,3/21/2023 3:31,Completed,Low Efficiency
J399,M05,Additive,4.76,80,12.18,91,3/21/2023 2:20,3/21/2023 3:40,3/21/2023 2:19,3/21/2023 3:39,Completed,Low Efficiency
J400,M02,Grinding,4.34,24,2.23,95,3/21/2023 2:30,3/21/2023 2:54,3/21/2023 3:00,3/21/2023 3:24,Delayed,Low Efficiency
J401,M04,Grinding,4.27,49,8.1,96,3/21/2023 2:40,3/21/2023 3:29,,,Failed,Low Efficiency
J402,M04,Milling,2.94,113,10.78,94,3/21/2023 2:50,3/21/2023 4:43,3/21/2023 2:48,3/21/2023 4:41,Completed,Low Efficiency
J403,M05,Grinding,2.07,113,11.6,96,3/21/2023 3:00,3/21/2023 4:53,3/21/2023 3:02,3/21/2023 4:55,Completed,Moderate Efficiency
J404,M01,Milling,1.16,89,11.11,96,3/21/2023 3:10,3/21/2023 4:39,3/21/2023 3:24,3/21/2023 4:53,Delayed,Low Efficiency
J405,M03,Drilling,3.04,100,8.05,88,3/21/2023 3:20,3/21/2023 5:00,3/21/2023 3:24,3/21/2023 5:04,Completed,Moderate Efficiency
J406,M02,Drilling,1.32,87,3.5,83,3/21/2023 3:30,3/21/2023 4:57,3/21/2023 3:30,3/21/2023 4:57,Completed,High Efficiency
J407,M02,Drilling,4.92,120,11.91,90,3/21/2023 3:40,3/21/2023 5:40,3/21/2023 4:06,3/21/2023 6:06,Delayed,Low Efficiency
J408,M03,Drilling,1.42,54,7.62,88,3/21/2023 3:50,3/21/2023 4:44,3/21/2023 3:52,3/21/2023 4:46,Completed,High Efficiency
J409,M05,Grinding,2.94,31,12.64,84,3/21/2023 4:00,3/21/2023 4:31,3/21/2023 4:14,3/21/2023 4:45,Delayed,Low Efficiency
J410,M05,Milling,3.4,93,2.77,91,3/21/2023 4:10,3/21/2023 5:43,3/21/2023 4:14,3/21/2023 5:47,Completed,High Efficiency
J411,M03,Grinding,2.37,96,12.16,91,3/21/2023 4:20,3/21/2023 5:56,3/21/2023 4:44,3/21/2023 6:20,Delayed,Low Efficiency
J412,M01,Lathe,4.53,46,2.94,83,3/21/2023 4:30,3/21/2023 5:16,3/21/2023 4:47,3/21/2023 5:33,Delayed,Low Efficiency
J413,M04,Grinding,1.53,22,4.23,98,3/21/2023 4:40,3/21/2023 5:02,3/21/2023 4:39,3/21/2023 5:01,Completed,Low Efficiency
J414,M03,Grinding,3.26,31,2.08,90,3/21/2023 4:50,3/21/2023 5:21,3/21/2023 5:03,3/21/2023 5:34,Delayed,Low Efficiency
J415,M02,Lathe,1.15,33,7.35,92,3/21/2023 5:00,3/21/2023 5:33,3/21/2023 5:25,3/21/2023 5:58,Delayed,Low Efficiency
J416,M01,Additive,3.38,107,11.97,97,3/21/2023 5:10,3/21/2023 6:57,3/21/2023 5:05,3/21/2023 6:52,Completed,Low Efficiency
J417,M01,Drilling,4.98,50,6.94,91,3/21/2023 5:20,3/21/2023 6:10,,,Failed,Low Efficiency
J418,M04,Grinding,1.35,40,8.17,86,3/21/2023 5:30,3/21/2023 6:10,3/21/2023 5:32,3/21/2023 6:12,Completed,High Efficiency
J419,M05,Lathe,1.3,43,13.53,80,3/21/2023 5:40,3/21/2023 6:23,3/21/2023 5:43,3/21/2023 6:26,Completed,Moderate Efficiency
J420,M02,Additive,3.69,115,12.24,85,3/21/2023 5:50,3/21/2023 7:45,3/21/2023 5:47,3/21/2023 7:42,Completed,Low Efficiency
J421,M02,Milling,4.3,96,9.69,82,3/21/2023 6:00,3/21/2023 7:36,3/21/2023 5:56,3/21/2023 7:32,Completed,Low Efficiency
J422,M01,Additive,1.49,119,6.31,87,3/21/2023 6:10,3/21/2023 8:09,3/21/2023 6:08,3/21/2023 8:07,Completed,Low Efficiency
J423,M05,Grinding,3.04,105,12.92,89,3/21/2023 6:20,3/21/2023 8:05,3/21/2023 6:35,3/21/2023 8:20,Delayed,Low Efficiency
J424,M01,Milling,1.35,64,8.93,86,3/21/2023 6:30,3/21/2023 7:34,,,Failed,Low Efficiency
J425,M02,Drilling,4.96,110,10.48,91,3/21/2023 6:40,3/21/2023 8:30,3/21/2023 6:58,3/21/2023 8:48,Delayed,Low Efficiency
J426,M05,Milling,4.02,74,7.11,92,3/21/2023 6:50,3/21/2023 8:04,3/21/2023 7:17,3/21/2023 8:31,Delayed,Low Efficiency
J427,M05,Milling,3.79,64,10.25,98,3/21/2023 7:00,3/21/2023 8:04,3/21/2023 6:56,3/21/2023 8:00,Completed,Low Efficiency
J428,M05,Milling,3.22,37,11.13,88,3/21/2023 7:10,3/21/2023 7:47,3/21/2023 7:09,3/21/2023 7:46,Completed,Low Efficiency
J429,M01,Drilling,4.36,60,13.16,89,3/21/2023 7:20,3/21/2023 8:20,3/21/2023 7:19,3/21/2023 8:19,Completed,Low Efficiency
J430,M05,Lathe,3.39,44,12.69,85,3/21/2023 7:30,3/21/2023 8:14,3/21/2023 7:31,3/21/2023 8:15,Completed,Moderate Efficiency
J431,M01,Grinding,2.09,48,2.15,82,3/21/2023 7:40,3/21/2023 8:28,3/21/2023 7:39,3/21/2023 8:27,Completed,Low Efficiency
J432,M03,Lathe,3.14,105,12.39,96,3/21/2023 7:50,3/21/2023 9:35,3/21/2023 8:03,3/21/2023 9:48,Delayed,Low Efficiency
J433,M04,Milling,1.52,46,9.54,89,3/21/2023 8:00,3/21/2023 8:46,3/21/2023 7:56,3/21/2023 8:42,Completed,Low Efficiency
J434,M05,Grinding,3.21,87,14.22,80,3/21/2023 8:10,3/21/2023 9:37,3/21/2023 8:13,3/21/2023 9:40,Completed,Moderate Efficiency
J435,M02,Grinding,4.42,51,4.84,80,3/21/2023 8:20,3/21/2023 9:11,3/21/2023 8:25,3/21/2023 9:16,Completed,High Efficiency
J436,M04,Drilling,3.55,59,3.27,98,3/21/2023 8:30,3/21/2023 9:29,3/21/2023 8:49,3/21/2023 9:48,Delayed,Low Efficiency
J437,M05,Additive,4.6,57,11.57,88,3/21/2023 8:40,3/21/2023 9:37,3/21/2023 8:39,3/21/2023 9:36,Completed,Low Efficiency
J438,M04,Drilling,4.6,109,14.03,83,3/21/2023 8:50,3/21/2023 10:39,3/21/2023 9:16,3/21/2023 11:05,Delayed,Low Efficiency
J439,M02,Drilling,3.4,115,7.11,97,3/21/2023 9:00,3/21/2023 10:55,3/21/2023 9:30,3/21/2023 11:25,Delayed,Low Efficiency
J440,M04,Lathe,3.57,98,2.65,80,3/21/2023 9:10,3/21/2023 10:48,3/21/2023 9:14,3/21/2023 10:52,Completed,High Efficiency
J441,M04,Drilling,2.83,62,4.8,86,3/21/2023 9:20,3/21/2023 10:22,,,Failed,Low Efficiency
J442,M05,Drilling,2.77,97,3.62,87,3/21/2023 9:30,3/21/2023 11:07,3/21/2023 9:27,3/21/2023 11:04,Completed,Low Efficiency
J443,M03,Lathe,2.1,109,12.1,97,3/21/2023 9:40,3/21/2023 11:29,3/21/2023 9:41,3/21/2023 11:30,Completed,Moderate Efficiency
J444,M03,Grinding,4.32,56,14.6,83,3/21/2023 9:50,3/21/2023 10:46,3/21/2023 9:54,3/21/2023 10:50,Completed,Moderate Efficiency
J445,M04,Lathe,3.54,56,5.06,98,3/21/2023 10:00,3/21/2023 10:56,3/21/2023 9:56,3/21/2023 10:52,Completed,Low Efficiency
J446,M03,Lathe,2.2,62,10.68,97,3/21/2023 10:10,3/21/2023 11:12,,,Failed,Low Efficiency
J447,M01,Milling,3.02,73,3.13,87,3/21/2023 10:20,3/21/2023 11:33,3/21/2023 10:20,3/21/2023 11:33,Completed,Optimal Efficiency
J448,M05,Drilling,4.17,54,12.99,84,3/21/2023 10:30,3/21/2023 11:24,3/21/2023 10:33,3/21/2023 11:27,Completed,Moderate Efficiency
J449,M01,Grinding,4.65,118,3.42,89,3/21/2023 10:40,3/21/2023 12:38,3/21/2023 10:40,3/21/2023 12:38,Completed,High Efficiency
J450,M05,Milling,4.11,95,4.55,92,3/21/2023 10:50,3/21/2023 12:25,3/21/2023 11:16,3/21/2023 12:51,Delayed,Low Efficiency
J451,M01,Grinding,4.92,109,9.01,92,3/21/2023 11:00,3/21/2023 12:49,3/21/2023 11:10,3/21/2023 12:59,Delayed,Low Efficiency
J452,M02,Drilling,1.82,110,7.81,99,3/21/2023 11:10,3/21/2023 13:00,3/21/2023 11:15,3/21/2023 13:05,Completed,Moderate Efficiency
J453,M03,Additive,3.78,113,5.09,91,3/21/2023 11:20,3/21/2023 13:13,3/21/2023 11:24,3/21/2023 13:17,Completed,High Efficiency
J454,M03,Additive,4.44,55,6.99,91,3/21/2023 11:30,3/21/2023 12:25,3/21/2023 11:52,3/21/2023 12:47,Delayed,Low Efficiency
J455,M01,Grinding,3.88,107,2.35,92,3/21/2023 11:40,3/21/2023 13:27,3/21/2023 11:42,3/21/2023 13:29,Completed,High Efficiency
J456,M05,Drilling,4.58,75,7.59,83,3/21/2023 11:50,3/21/2023 13:05,3/21/2023 12:15,3/21/2023 13:30,Delayed,Low Efficiency
J457,M02,Additive,4.92,101,14.23,93,3/21/2023 12:00,3/21/2023 13:41,3/21/2023 12:28,3/21/2023 14:09,Delayed,Low Efficiency
J458,M03,Grinding,4.18,110,12.73,85,3/21/2023 12:10,3/21/2023 14:00,3/21/2023 12:09,3/21/2023 13:59,Completed,Low Efficiency
J459,M02,Grinding,4.68,93,10.61,83,3/21/2023 12:20,3/21/2023 13:53,3/21/2023 12:21,3/21/2023 13:54,Completed,Moderate Efficiency
J460,M04,Grinding,4.89,105,4.74,87,3/21/2023 12:30,3/21/2023 14:15,3/21/2023 12:28,3/21/2023 14:13,Completed,Low Efficiency
J461,M02,Drilling,4.06,50,9.95,97,3/21/2023 12:40,3/21/2023 13:30,3/21/2023 12:41,3/21/2023 13:31,Completed,Moderate Efficiency
J462,M05,Grinding,4.34,46,7.51,80,3/21/2023 12:50,3/21/2023 13:36,3/21/2023 13:02,3/21/2023 13:48,Delayed,Low Efficiency
J463,M02,Grinding,2.31,28,13.03,80,3/21/2023 13:00,3/21/2023 13:28,3/21/2023 12:55,3/21/2023 13:23,Completed,Low Efficiency
J464,M02,Lathe,1.46,92,2.84,98,3/21/2023 13:10,3/21/2023 14:42,3/21/2023 13:05,3/21/2023 14:37,Completed,Low Efficiency
J465,M01,Milling,4.19,28,2.46,89,3/21/2023 13:20,3/21/2023 13:48,,,Failed,Low Efficiency
J466,M01,Milling,4.8,21,11.49,83,3/21/2023 13:30,3/21/2023 13:51,3/21/2023 13:30,3/21/2023 13:51,Completed,Moderate Efficiency
J467,M01,Grinding,1.76,37,10.63,97,3/21/2023 13:40,3/21/2023 14:17,3/21/2023 13:38,3/21/2023 14:15,Completed,Low Efficiency
J468,M05,Milling,1.8,42,9.42,82,3/21/2023 13:50,3/21/2023 14:32,3/21/2023 13:49,3/21/2023 14:31,Completed,Low Efficiency
J469,M04,Additive,4.17,119,9.17,92,3/21/2023 14:00,3/21/2023 15:59,3/21/2023 14:00,3/21/2023 15:59,Completed,High Efficiency
J470,M05,Drilling,1.8,56,11.98,87,3/21/2023 14:10,3/21/2023 15:06,3/21/2023 14:14,3/21/2023 15:10,Completed,Moderate Efficiency
J471,M01,Lathe,1.72,22,2.3,90,3/21/2023 14:20,3/21/2023 14:42,3/21/2023 14:25,3/21/2023 14:47,Completed,High Efficiency
J472,M02,Grinding,4.92,79,7.54,98,3/21/2023 14:30,3/21/2023 15:49,3/21/2023 14:26,3/21/2023 15:45,Completed,Low Efficiency
J473,M04,Lathe,3.84,80,12.21,81,3/21/2023 14:40,3/21/2023 16:00,3/21/2023 14:35,3/21/2023 15:55,Completed,Low Efficiency
J474,M04,Grinding,2.98,52,5.65,82,3/21/2023 14:50,3/21/2023 15:42,3/21/2023 15:20,3/21/2023 16:12,Delayed,Low Efficiency
J475,M01,Lathe,2.07,106,8.41,95,3/21/2023 15:00,3/21/2023 16:46,3/21/2023 15:04,3/21/2023 16:50,Completed,Moderate Efficiency
J476,M02,Lathe,2.88,83,4.14,86,3/21/2023 15:10,3/21/2023 16:33,3/21/2023 15:13,3/21/2023 16:36,Completed,High Efficiency
J477,M01,Drilling,1.23,35,14.52,98,3/21/2023 15:20,3/21/2023 15:55,3/21/2023 15:15,3/21/2023 15:50,Completed,Low Efficiency
J478,M05,Milling,3.89,34,7.69,90,3/21/2023 15:30,3/21/2023 16:04,3/21/2023 15:57,3/21/2023 16:31,Delayed,Low Efficiency
J479,M02,Milling,4.82,66,3.68,97,3/21/2023 15:40,3/21/2023 16:46,3/21/2023 15:44,3/21/2023 16:50,Completed,High Efficiency
J480,M01,Grinding,2.3,54,5.21,81,3/21/2023 15:50,3/21/2023 16:44,3/21/2023 15:45,3/21/2023 16:39,Completed,Low Efficiency
J481,M01,Grinding,1.84,38,8.81,80,3/21/2023 16:00,3/21/2023 16:38,3/21/2023 16:20,3/21/2023 16:58,Delayed,Low Efficiency
J482,M02,Additive,2.88,73,5.99,91,3/21/2023 16:10,3/21/2023 17:23,3/21/2023 16:12,3/21/2023 17:25,Completed,High Efficiency
J483,M03,Milling,4,33,3.04,83,3/21/2023 16:20,3/21/2023 16:53,3/21/2023 16:17,3/21/2023 16:50,Completed,Low Efficiency
J484,M04,Additive,1.43,111,6.81,90,3/21/2023 16:30,3/21/2023 18:21,3/21/2023 16:25,3/21/2023 18:16,Completed,Low Efficiency
J485,M03,Lathe,3.38,34,9,95,3/21/2023 16:40,3/21/2023 17:14,3/21/2023 16:36,3/21/2023 17:10,Completed,Low Efficiency
J486,M03,Grinding,2.91,53,8.12,84,3/21/2023 16:50,3/21/2023 17:43,3/21/2023 16:48,3/21/2023 17:41,Completed,Low Efficiency
J487,M01,Lathe,3.23,100,9.22,93,3/21/2023 17:00,3/21/2023 18:40,3/21/2023 17:27,3/21/2023 19:07,Delayed,Low Efficiency
J488,M05,Milling,2.1,95,5.58,92,3/21/2023 17:10,3/21/2023 18:45,3/21/2023 17:15,3/21/2023 18:50,Completed,High Efficiency
J489,M04,Lathe,1.82,37,4.17,93,3/21/2023 17:20,3/21/2023 17:57,3/21/2023 17:22,3/21/2023 17:59,Completed,High Efficiency
J490,M05,Grinding,1.69,81,5.42,95,3/21/2023 17:30,3/21/2023 18:51,3/21/2023 17:31,3/21/2023 18:52,Completed,High Efficiency
J491,M01,Milling,3.67,36,13.87,91,3/21/2023 17:40,3/21/2023 18:16,3/21/2023 17:40,3/21/2023 18:16,Completed,Moderate Efficiency
J492,M04,Additive,3.69,65,5.53,91,3/21/2023 17:50,3/21/2023 18:55,3/21/2023 17:52,3/21/2023 18:57,Completed,High Efficiency
J493,M02,Additive,4.47,100,9.82,81,3/21/2023 18:00,3/21/2023 19:40,3/21/2023 18:04,3/21/2023 19:44,Completed,Moderate Efficiency
J494,M05,Milling,1.21,71,6.85,91,3/21/2023 18:10,3/21/2023 19:21,3/21/2023 18:33,3/21/2023 19:44,Delayed,Low Efficiency
J495,M01,Drilling,2.42,44,6.16,92,3/21/2023 18:20,3/21/2023 19:04,3/21/2023 18:20,3/21/2023 19:04,Completed,High Efficiency
J496,M04,Milling,3.58,38,8.37,81,3/21/2023 18:30,3/21/2023 19:08,,,Failed,Low Efficiency
J497,M01,Drilling,4.94,23,10.07,92,3/21/2023 18:40,3/21/2023 19:03,3/21/2023 18:41,3/21/2023 19:04,Completed,Moderate Efficiency
J498,M01,Drilling,2.27,97,8.17,85,3/21/2023 18:50,3/21/2023 20:27,3/21/2023 18:53,3/21/2023 20:30,Completed,Moderate Efficiency
J499,M05,Grinding,4.3,69,8.55,88,3/21/2023 19:00,3/21/2023 20:09,3/21/2023 19:04,3/21/2023 20:13,Completed,Moderate Efficiency
J500,M03,Additive,1.39,48,9.05,86,3/21/2023 19:10,3/21/2023 19:58,,,Failed,Low Efficiency
J501,M02,Lathe,1.3,48,6.1,91,3/21/2023 19:20,3/21/2023 20:08,3/21/2023 19:20,3/21/2023 20:08,Completed,High Efficiency
J502,M05,Milling,3.91,91,10.83,92,3/21/2023 19:30,3/21/2023 21:01,3/21/2023 19:51,3/21/2023 21:22,Delayed,Low Efficiency
J503,M01,Additive,1.76,90,14.29,83,3/21/2023 19:40,3/21/2023 21:10,3/21/2023 19:39,3/21/2023 21:09,Completed,Low Efficiency
J504,M01,Lathe,2.22,81,13.88,89,3/21/2023 19:50,3/21/2023 21:11,3/21/2023 20:06,3/21/2023 21:27,Delayed,Low Efficiency
J505,M02,Milling,1.28,74,13.58,90,3/21/2023 20:00,3/21/2023 21:14,3/21/2023 19:55,3/21/2023 21:09,Completed,Low Efficiency
J506,M05,Milling,3.94,117,8.99,82,3/21/2023 20:10,3/21/2023 22:07,3/21/2023 20:08,3/21/2023 22:05,Completed,Low Efficiency
J507,M01,Drilling,1.45,22,14.51,80,3/21/2023 20:20,3/21/2023 20:42,3/21/2023 20:32,3/21/2023 20:54,Delayed,Low Efficiency
J508,M04,Grinding,2.59,77,6.72,81,3/21/2023 20:30,3/21/2023 21:47,3/21/2023 20:58,3/21/2023 22:15,Delayed,Low Efficiency
J509,M03,Milling,3.39,103,9.13,86,3/21/2023 20:40,3/21/2023 22:23,3/21/2023 20:40,3/21/2023 22:23,Completed,High Efficiency
J510,M01,Drilling,4.26,61,14.14,89,3/21/2023 20:50,3/21/2023 21:51,,,Failed,Low Efficiency
J511,M02,Grinding,1.93,74,9.07,84,3/21/2023 21:00,3/21/2023 22:14,3/21/2023 20:59,3/21/2023 22:13,Completed,Low Efficiency
J512,M05,Additive,4.9,98,4.27,90,3/21/2023 21:10,3/21/2023 22:48,3/21/2023 21:05,3/21/2023 22:43,Completed,Low Efficiency
J513,M03,Lathe,2.55,72,14.65,95,3/21/2023 21:20,3/21/2023 22:32,,,Failed,Low Efficiency
J514,M01,Grinding,1.84,116,9.83,87,3/21/2023 21:30,3/21/2023 23:26,,,Failed,Low Efficiency
J515,M03,Lathe,1.54,40,4.16,88,3/21/2023 21:40,3/21/2023 22:20,3/21/2023 22:07,3/21/2023 22:47,Delayed,Low Efficiency
J516,M01,Drilling,4.83,50,4.77,90,3/21/2023 21:50,3/21/2023 22:40,,,Failed,Low Efficiency
J517,M04,Lathe,4.64,66,14.84,84,3/21/2023 22:00,3/21/2023 23:06,3/21/2023 21:59,3/21/2023 23:05,Completed,Low Efficiency
J518,M05,Lathe,2.64,61,4.09,87,3/21/2023 22:10,3/21/2023 23:11,3/21/2023 22:07,3/21/2023 23:08,Completed,Low Efficiency
J519,M02,Drilling,3.6,96,14.32,89,3/21/2023 22:20,3/21/2023 23:56,3/21/2023 22:22,3/21/2023 23:58,Completed,Moderate Efficiency
J520,M04,Additive,3.26,34,6.56,94,3/21/2023 22:30,3/21/2023 23:04,,,Failed,Low Efficiency
J521,M05,Milling,4.81,62,14.46,80,3/21/2023 22:40,3/21/2023 23:42,3/21/2023 22:35,3/21/2023 23:37,Completed,Low Efficiency
J522,M04,Lathe,2.81,24,11.99,82,3/21/2023 22:50,3/21/2023 23:14,3/21/2023 23:17,3/21/2023 23:41,Delayed,Low Efficiency
J523,M02,Additive,1.32,52,6.94,90,3/21/2023 23:00,3/21/2023 23:52,3/21/2023 23:02,3/21/2023 23:54,Completed,High Efficiency
J524,M03,Additive,3.18,62,10.68,96,3/21/2023 23:10,3/22/2023 0:12,3/21/2023 23:14,3/22/2023 0:16,Completed,Moderate Efficiency
J525,M01,Milling,2.66,92,10.02,88,3/21/2023 23:20,3/22/2023 0:52,3/21/2023 23:21,3/22/2023 0:53,Completed,Moderate Efficiency
J526,M02,Grinding,3.61,76,9.64,96,3/21/2023 23:30,3/22/2023 0:46,3/21/2023 23:25,3/22/2023 0:41,Completed,Low Efficiency
J527,M01,Milling,1.08,67,3.15,91,3/21/2023 23:40,3/22/2023 0:47,3/21/2023 23:39,3/22/2023 0:46,Completed,Low Efficiency
J528,M03,Grinding,3.58,28,7.02,88,3/21/2023 23:50,3/22/2023 0:18,,,Failed,Low Efficiency
J529,M04,Drilling,4.91,102,9.47,88,3/22/2023 0:00,3/22/2023 1:42,,,Failed,Low Efficiency
J530,M04,Milling,1.4,87,9.93,87,3/22/2023 0:10,3/22/2023 1:37,3/22/2023 0:40,3/22/2023 2:07,Delayed,Low Efficiency
J531,M01,Grinding,1.21,90,8.86,95,3/22/2023 0:20,3/22/2023 1:50,3/22/2023 0:15,3/22/2023 1:45,Completed,Low Efficiency
J532,M03,Additive,4.5,106,4.73,84,3/22/2023 0:30,3/22/2023 2:16,3/22/2023 0:34,3/22/2023 2:20,Completed,High Efficiency
J533,M01,Drilling,1.54,112,6.86,93,3/22/2023 0:40,3/22/2023 2:32,3/22/2023 0:44,3/22/2023 2:36,Completed,High Efficiency
J534,M02,Lathe,3.14,61,3.66,88,3/22/2023 0:50,3/22/2023 1:51,3/22/2023 0:51,3/22/2023 1:52,Completed,High Efficiency
J535,M02,Drilling,4.9,45,6.96,90,3/22/2023 1:00,3/22/2023 1:45,3/22/2023 0:56,3/22/2023 1:41,Completed,Low Efficiency
J536,M01,Grinding,2.32,100,6.97,81,3/22/2023 1:10,3/22/2023 2:50,3/22/2023 1:05,3/22/2023 2:45,Completed,Low Efficiency
J537,M02,Lathe,3.05,48,13.96,90,3/22/2023 1:20,3/22/2023 2:08,3/22/2023 1:15,3/22/2023 2:03,Completed,Low Efficiency
J538,M01,Lathe,1.12,75,2.16,86,3/22/2023 1:30,3/22/2023 2:45,3/22/2023 1:34,3/22/2023 2:49,Completed,High Efficiency
J539,M01,Drilling,2.94,116,10.59,96,3/22/2023 1:40,3/22/2023 3:36,3/22/2023 1:41,3/22/2023 3:37,Completed,Moderate Efficiency
J540,M05,Lathe,3.88,60,3.62,95,3/22/2023 1:50,3/22/2023 2:50,3/22/2023 1:55,3/22/2023 2:55,Completed,High Efficiency
J541,M01,Additive,1.81,53,4.45,85,3/22/2023 2:00,3/22/2023 2:53,3/22/2023 2:03,3/22/2023 2:56,Completed,High Efficiency
J542,M03,Drilling,3.57,47,13.17,89,3/22/2023 2:10,3/22/2023 2:57,3/22/2023 2:12,3/22/2023 2:59,Completed,Moderate Efficiency
